"since","until","city","tag","value"
"Sat Mar 31 2018","Sun Apr 01 2018","milton-keynes","Development",7
"Sat Mar 31 2018","Sun Apr 01 2018","milton-keynes","turn",7
"Sat Mar 31 2018","Sun Apr 01 2018","milton-keynes","prearranged",6
"Sat Mar 31 2018","Sun Apr 01 2018","milton-keynes","Corbyn",6
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","RT",37
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","Keynes",30
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","Milton",30
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","Social housing",17
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","Corbyn",16
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","Jeremy",15
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","afternoon",14
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","WORKERS",14
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","thi",14
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","building",14
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","waited",14
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","Site",14
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","hours",14
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","rain",14
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","HORTON",8
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","YORKIES",8
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","GOLDINGTON",8
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","dumped",8
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","Stoke",8
"Sun Apr 01 2018","Mon Apr 02 2018","milton-keynes","days",6
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","RT",56
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","Keynes",41
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","Milton",41
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","council",26
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","Housing",26
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","Corbyn",22
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","Labour",21
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","record",20
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","chance",19
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","earlier",19
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","took",19
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","praise",19
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","councils",19
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","Hig",18
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","rain",11
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","Higher",9
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","UK",9
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","accredited",8
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","1000",8
"Mon Apr 02 2018","Tue Apr 03 2018","milton-keynes","nails",8
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","Keynes",26
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","Milton",26
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","RT",9
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","Community",8
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","Town",5
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","showcase",4
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","local",4
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","visiting",4
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","heritage",4
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","story",4
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","April",4
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","telling",4
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","helped",4
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","meeting",3
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","counts",3
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","charged",3
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","nhs",3
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","man",3
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","FRAUD",3
"Tue Apr 03 2018","Wed Apr 04 2018","milton-keynes","section",3
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","Milton",40
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","Keynes",40
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","RT",38
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","help",20
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","visit",11
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","Day",10
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","info",10
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","April",9
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","centre",9
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","make",9
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","apply",8
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","drive",8
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","cheer",8
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","adult",8
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","someone",8
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","hold",8
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","collection",8
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","Motivation",8
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","Gift",8
"Wed Apr 04 2018","Thu Apr 05 2018","milton-keynes","patient",8
